"ID","DEFINITION","FORMATION_PROCESS","CLAY","SILT","SAND","SOIL_COMPACTION","SOIL_COLOR","CERAMICS_OBSERVATIONS"
3672,"Cut filled by 3671, E. of 3031","Cutting",0.0,0.0,0.0,"","",""
3673,"Fill of circular cut 3674, in center of Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Brown",""
3674,"Cut filled by 3673, in center of Room 2","Cutting",0.0,0.0,0.0,"","",""
3675,"Circular cut filled by 3666, 3659, W. of 3029","Cutting",0.0,0.0,0.0,"","",""
3676,"Fill of circular cut 3663, below 3669 and 3662 in NE quadrant of Room 1","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown",""
3677,"Fill of irregular cut 3689, E. of 3031","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","poor diagnostics for comparanda"
3678,"Fill of circular cut 3679, in centre of Room 2","Intentional Deposition",10.0,80.0,10.0,"Loose","Light Brown",""
3679,"Circular cut filled by 3678, in centre of Room 2","Cutting",0.0,0.0,0.0,"","",""
3680,"Fill of circular cut 3688, S. of 3029 at W. limit of Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Gray","diagnostics poorly preserved for comparanda"
3681,"Fill of circular cut 3682 in the center of room 2","Intentional Deposition",10.0,80.0,10.0,"Compact","Gray",""
3682,"Circular cut filled by 3681 in centre of Room 2","Cutting",0.0,0.0,0.0,"","",""
3683,"Stone fill of circular cut 3688, S. of 3029, at W. limit of Room 2, below 3680","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","unreliable data--there were two pottery bags in the same cassetta labeled as SU 3683. it is possible that one of them was pottery from SU 3684, but mislabeled. accordingly, the pottery from SU 3684 is currently missing. it cannot be determined which pottery bag corresponds to which SU so they cannot be processed."
3684,"Compact grey silty deposit W. of 3029, S. of T. 52","Accumulation",10.0,80.0,10.0,"Friable","Gray","missing pottery--it is likely that the pottery bag from SU 3684 was mislabled as SU 3683, as there were two bags from SU 3683 in the same cassetta"
3685,"Fill of circular cut 3686, W. of 3029","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Brown",""
3686,"Circular cut filled by 3685, W. of 3029","Cutting",10.0,80.0,10.0,"Friable","Light Brown",""
3687,"Deposit of stones, in central depression of Room 2, west of 3031","Accumulation",10.0,80.0,10.0,"Friable","Brown","one sherd of pottery in this SU--difficult to find comparanda for rim"
3688,"Circular cut S. of 3029, at W. limit of Room 2","Cutting",0.0,0.0,0.0,"","",""
3689,"Irregular cut, filled by 3677, E. of 3031","Cutting",0.0,0.0,0.0,"","",""
3690,"Brown silty fill of cut 3691, W. of 3029, S. of T. 52, T.54","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","diagnostics in poor condition for comparanda"
3691,"Rectangular cut, W. of 3029, S. of T. 52, T. 54","Cutting",0.0,0.0,0.0,"","",""
3692,"Brown silty fill of cut 3691, below 3690, T. 54","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","no diagnostics in this SU"
3693,"Fill of circular cut 3694, S. of 3029","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Gray",""
3694,"Circular cut filled by 3693, S. of 3029","Cutting",0.0,0.0,0.0,"","",""
3695,"Fill of rectangular cut 3703, W. of 3031","Intentional Deposition",10.0,80.0,10.0,"Friable","White","diagnostics in poor condition"
3696,"Fill of circular cut 3697, S. of T. 53","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Brown",""
3697,"Circular cut, filled by 3696, S. of T. 53","Cutting",10.0,80.0,10.0,"Compact","Light Gray",""
3698,"Compact yellowish-grey silty deposit at E. limit of area","Accumulation",10.0,80.0,10.0,"Compact","Light Yellow","poor diagnostics for comparanda"
3699,"Light grey silty deposit in depression in center of Room 2","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","all pieces have both surfaces except for 1 impasto piece on which interior surfaces has deteriorated"
3700,"Brown compact deposit in N. of Room 2, S. of 3030","Accumulation",10.0,80.0,10.0,"Compact","Brown","poorly preserved diagnostics for comparanda"
3701,"Fill of linear cut S. of T. 52","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Brown",""
3702,"Linear cut filled by 3701, S. of T. 52","Cutting",0.0,0.0,0.0,"","",""
3703,"Rectangular cut filled by 3695, W. of 3031","Cutting",0.0,0.0,0.0,"","",""
3704,"Grey silty deposit in depression in centre of room 2","Accumulation",10.0,80.0,10.0,"Friable","Gray","No diagnostics. 1 piece of impasto rosso with no surface preserved and heavily eroded, much more than the other fragments  "
3705,"Yellowish gray deposit of silt with much rubble at E. limit of area, equals 3738","Accumulation",10.0,80.0,10.0,"Compact","Light Gray","poor diagnostics for comparanda"
3706,"Grey compact deposit N. of 3030","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","no well-preserved diagnostics for comparanda"
3707,"Orange silty deposit in SW quadrant of area","Accumulation",10.0,80.0,10.0,"Soft","Other_2","few diagnostics in this SU"
3708,"Light grey compact silty deposit W. of 3031","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","diagnostics too degraded to find comparanda"
3709,"Semi-circular, light grey compact silty deposit N. of 3030","Accumulation",10.0,80.0,10.0,"Friable","Gray","poor diagnostics for comparanda; (1 small sherd of buccheroid impasto possibly belonging to plate from an earlier D SU - cc)"
3710,"Yellowish-grey silty deposit in SE. quadrant of area","Accumulation",10.0,80.0,10.0,"Loose","Light Yellow","perhaps with further study of the comparanda, a narrower date range can be reached for the impasto diagnostic sherds in this SU"
3711,"Fill of cut 3712, W. of 3031, in NE corner of room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown",""
3712,"Circular cut filled by 3711 in NE corner of Room 2","Cutting",0.0,0.0,0.0,"","",""
3713,"Semi-circular brown silty deposit N. of 3030","Accumulation",10.0,80.0,10.0,"Soft","Brown","found in flotation"
3714,"Light grey compact deposit in SW quadrant of area","Accumulation",10.0,80.0,10.0,"Compact","Light Gray",""
3715,"Yellowish-brown deposit with much rubble in SE. quadrant of area","Accumulation",10.0,80.0,10.0,"Compact","Light Gray",""
3716,"Grey silty triangular deposit W. of 3031","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
3717,"Yellowish-grey silty deposit W. of 3031","Accumulation",10.0,80.0,10.0,"Friable","Light Yellow","no well-preserved diagnostics for comparanda"
3718,"Stone fill of circular cut 3712 in NE corner of Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","poor diagnostics for comparanda"
3719,"Brown silty fill of circular cut 3712 in NE corner of room 2","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown","poor diagnostics for comparanda"
3720,"Four north-south running basalt stones at E. limit of area","Construction",0.0,0.0,0.0,"","",""
3721,"Pedestal beneath southernmost stone of feature 3720","Accumulation",10.0,80.0,10.0,"Friable","",""
3722,"Grey silty deposit in SW quadrant of area, in Room 2","Accumulation",10.0,70.0,20.0,"Friable","Light Gray","relatively large fragments in decent condition: sharp fractures"
3723,"Light brown silty deposit E. of 3031","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","no good diagnostic sherds for this SU"
3724,"Light brown linear deposit S. of 3029","Accumulation",10.0,80.0,10.0,"","Gray",""
3725,"Grey compact deposit in SW quadrant of area, in Room 2","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","several very eroded and crumbly fragments of impasto"
3726,"Brown silty deposit in SE limit of area along road","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
3727,"Light grey compact deposit of road, in SE quadrant of area","Construction",0.0,0.0,0.0,"","",""
3728,"Light grey silty deposit in NW corner of Room 1","Accumulation",10.0,80.0,10.0,"Friable","Light Gray",""
3729,"Yellowish-brown silty deposit in SE quadrant of area","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","no well-preseved diagnostics for comparanda"
3730,"Fill of drainage channel 2206, in SW quadrant of area, W. of 3031, equals 3172","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
3731,"Light grey-white ashy deposit in SW  corner of Area, N. of drainage canal, W. of  3031.","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","several fragments joined to form at least 2 different vessels; one whole vessel present; 3-4 fragments very cracked suggesting high-firing environment"
3732,"Deposit of rubble in SE quadrant of area along road","Accumulation",10.0,80.0,10.0,"Friable","Light Brown","Few diagnostics. "
3733,"Linear deposit of grey silt in NW corner of Room 1","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
3734,"Grey silty deposit in Room 1","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
3735,"Grey compact deposit in SW quadrant of area, E. of 3237","Accumulation",10.0,80.0,10.0,"Friable","Gray","Few diagnostics, limited range of wares, worn surfaces."
3736,"Brown silty deposit with some rubble in SE quadrant of area along road","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
3737,"Grey silty deposit in SW quadrant of area, W. of 3031","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
3738,"Yellowish-brown silty deposit in SE quadrant of area, along road, equals 3705","Accumulation",10.0,80.0,10.0,"Friable","Light Yellow","Small fragments, no useful diagnostics."
3739,"Grey silty deposit in SW Quadrant of area, N. of drainage canal, W. of 3031","Accumulation",10.0,80.0,10.0,"Friable","Gray","6/7 found in floation"
3740,"Brown silty deposit in SW corner of area, E. of 3237","Accumulation",10.0,80.0,10.0,"Friable","Brown","poor diagnostics for comparanda"
3741,"Brown silty linear deposit in SW corner of area, E. of 3237","Accumulation",10.0,80.0,10.0,"Friable","Brown","no well-preserved diagnostics for comparanda"
3742,"Compact silty deposit at E. limit of area, along road","Accumulation",10.0,80.0,10.0,"Compact","Brown","unreliable data--ceramics from SU 3742 possibly mixed with SU 3738 due to improper labeling of bags and cassettae"
3743,"Fill of cut 3745, in SW quadrant of Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Gray",""
3744,"Fill of circular cut 3746, in S. half of Room 2","Accumulation",10.0,80.0,10.0,"Compact","Light Gray","found in flotation"
3745,"Circular cut in SW quadrant of Room 2, filled by 3743","Cutting",0.0,0.0,0.0,"","",""
3746,"Circular cut in S. half of Room 2, filled by 3744","Cutting",0.0,0.0,0.0,"","",""
3747,"Triangular deposit of rubble at E. limit of area along road ","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","the fragments of perhaps one large storage container/dolium is very friable; few diagnostic sherds in this SU--requires further study for spot dates based on comparanda"
3748,"Light grey compact deposit in SW quadrant, E. of 3237, N. of  drainage canal","Accumulation",10.0,80.0,10.0,"","Light Gray","diagnostics too poor to find comparanda"
3749,"Grey silty deposit in circular feature 3753 of Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Gray",""
3750,"Deposit of rubble at E. limit of area, along road","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
3751,"Circular cut (west) in circular feature 3753, filled by 3749","Cutting",0.0,0.0,0.0,"","",""
3752,"Circular cut (east) in circular frame 3753 filled by 3749","Cutting",0.0,0.0,0.0,"","",""
3753,"Circular cut in south-central area of Room 2","Cutting",0.0,0.0,0.0,"","",""
3754,"Fill of cut 3755, in NE corner of depression in Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Gray","frag found in flotation"
3755,"Cut filled by 3754 in NE corner of depression in Room 2","Cutting",0.0,0.0,0.0,"","",""
3756,"Brown silty deposit in SW corner of area, E. of 3237","Accumulation",10.0,80.0,10.0,"Friable","Brown","no well-preserved diagnostics for comparanda"
3757,"Grey silty deposit in W. half of depression in Room 2","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","diagnostics too small to find comparanda"
3758,"Grey compact deposit in SW corner of area, E. of 3237","Accumulation",10.0,80.0,10.0,"Compact","Gray","Several pieces of impasto and impasto rosso are heavily burned, leaving the surfaces crackled and mis-colored. "
3759,"Fill of cut 3760 in N. half of depression in Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Gray",""
3760,"Circular cut fiiled by 3759, in N half of depression in Room 2","Cutting",0.0,0.0,0.0,"","",""
3761,"Grey silty deposit at E. limit of area","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","no diagnostic sherds"
3762,"Yellowish-brown deposit in SE quadrant of area","Accumulation",10.0,80.0,10.0,"Friable","Brown","diagnostic sherd in poor condition"
3763,"Fill of cut 3764 at E. limit of area","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown","no well-preserved diagnostics for comparanda"
3764,"Ovoid cut filled by 3763 at E. limit of area","Cutting",0.0,0.0,0.0,"","",""
3765,"Yellowish-brown deposit we SE quadrant of area, W of 3031","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","few diagnostics; difficult to find comparanda for forms"
3766,"Deposit of rubble in semi-circular feature in SE quadrant of area","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","5 joining frags of impasto rosso (with one full base); 2 joining frags of bucchero impasto bowl"
3767,"Compact grey fill of cut 3769 in Room 1, S. of T.50","Accumulation",10.0,80.0,10.0,"Friable","Gray","impasto wall fragments heavily fissured"
3768,"Orange silty deposit in SW quadrant of area","Accumulation",0.0,0.0,0.0,"","","no well-preserved diagnostics for comparanda"
3769,"Shallow cut, filled by 3767, in Room 1, S. of T. 50","Cutting",0.0,0.0,0.0,"","",""
3770,"Deposit with large tufo stones in semicircular feature in SE quadrant of area","Intentional Deposition",10.0,80.0,10.0,"Friable","Gray",""
3771,"Deposit with dolium in semi-circular feature in SE quadrant of area","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","no well-preserved diagnostics for comparanda"
3772,"Deposit of rubble in semi-circular feature in SE quadrant of area","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown","no well-preserved diagnostics for comparanda in this SU"
3773,"Grey silty deposit in center of depression in center of Room 2","Accumulation",10.0,80.0,10.0,"Friable","Gray","large fragments preserved; sharp fractures"
3774,"Grey ashy deposit in SW quadrant of area","Accumulation",10.0,80.0,10.0,"Loose","Gray","few diagnostics--further study required for comparanda"
3775,"Circular deposit of grey silt in SW corner of Room 1","Accumulation",10.0,80.0,10.0,"Friable","Gray","found in flotation"
3776,"Deposit of rubble in semicircular feature 3787 in SE quadrant of area, below 3772, 3771, 3770, 3766","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown","many burnt sherds of pottery and tile in this SU; 1 ribbed fragment of bucchero handle may be datable with further study; difficult to find comparanda for impasto forms"
3777,"Fill of circular cut 3778, S. of 3076","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Brown",""
3778,"Circular cut S. of 3076, filled by 3777","Cutting",0.0,0.0,0.0,"","",""
3779,"Deposit of rubble in center of Room 1","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
3780,"Fill of cut 3781 in center of Room 1","Intentional Deposition",10.0,80.0,10.0,"Friable","Brown",""
3781,"Circular cut in center of Room 1","Cutting",0.0,0.0,0.0,"","",""
3782,"Light brown silty deposit in depression in SW quadrant of area","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
3783,"Fill of circular cut 3784 in central depression in Room 2","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Gray",""
3784,"Circular cut in central depression of Room 2, filled by 3783","Cutting",0.0,0.0,0.0,"","",""
3785,"Fill of SW-NE linear cut 3788, in NW corner of Room 1","Intentional Deposition",10.0,80.0,10.0,"Friable","Light Gray","no existing ceramics"
3786,"Compact grey deposit in depression in Room 2","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","no well-preserved diagnostics for comparanda"
3787,"Semi-circular feature in SE corner of area","Construction",0.0,0.0,0.0,"","",""
3788,"Linear SW-NE cut in NW corner of Room 1, filled by 3785","Cutting",0.0,0.0,0.0,"","",""
3789,"Semi-circular silt deposit W. of 3031","Accumulation",10.0,80.0,10.0,"Friable","Gray","no datable diagnostics--further study required for comparanda"
3790,"Brown silty deposit E. of 3237, in depression in SW quadrant of area","Accumulation",10.0,80.0,10.0,"Friable","Brown","no well-preserved diagnostics for comparanda in this SU"
3791,"Cirular cut in linear cut 3788 in NW corner of Room 1","Cutting",0.0,0.0,0.0,"","",""
3792," Grey silty circular deposit in depression in SW quadrant of area","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
3793,"White silty deposit, E. of 3031, N. of drainage canal","Accumulation",10.0,80.0,10.0,"Friable","Light Gray","no well-preserved diagnostics for comparanda"
3794,"Grey silty deposit with rubble in depression in SW quadrant of area","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
3795,"Black silty deposit E. of 3031, N. of drainage canal","Accumulation",10.0,80.0,10.0,"Friable","Black","few diagnostics in this SU--further study required for comparanda"
3796,"Orange fill of circular cut 3797, in NW quadrant of area","Intentional Deposition",10.0,80.0,10.0,"Friable","Other_2",""
3797,"Circular cut filled by 3796, in NW corner of area","Cutting",10.0,80.0,10.0,"Friable","",""
