SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX,
3179,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.022,3,4,NULL,NULL,NULL,NULL,
3183,Cooking Stand,NULL,NULL,NULL,NULL,NULL,4,4,0.104,3,9,NULL,NULL,NULL,NULL,
3183,Impasto,NULL,NULL,3,3,NULL,28,34,0.55,2,7,NULL,NULL,NULL,NULL,
3183,Impasto Rosso,NULL,NULL,1,NULL,2,6,9,0.212,3,9,NULL,NULL,NULL,NULL,
3183,Large Storage Container,NULL,NULL,NULL,NULL,NULL,8,8,0.764,4,10,NULL,NULL,NULL,NULL,
3183,Painted Fineware,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,NULL,NULL,NULL,NULL,
3188,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
3188,Cooking Stand,NULL,NULL,NULL,NULL,NULL,3,3,0.274,4,10,NULL,NULL,NULL,NULL,
3188,Impasto,NULL,NULL,11,6,1,62,78,1.19,2,7,NULL,NULL,NULL,NULL,
3188,Impasto Rosso,NULL,NULL,2,1,2,19,24,0.44,3,6,NULL,NULL,NULL,NULL,
3188,Large Storage Container,NULL,NULL,NULL,NULL,NULL,5,5,0.234,5,6,NULL,NULL,NULL,NULL,
3221,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,0.122,3,4,NULL,NULL,NULL,NULL,
3221,Impasto Rosso,NULL,NULL,NULL,1,NULL,3,4,0.146,3,6,NULL,NULL,NULL,NULL,
3222,Ceramics,NULL,NULL,NULL,2,NULL,11,13,0.22,3,6,NULL,NULL,NULL,NULL,
3222,Large Storage Container,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.164,6,7,NULL,NULL,NULL,NULL,
3223,Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.02,4,4,NULL,NULL,NULL,NULL,
3223,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.032,4,4,NULL,NULL,NULL,NULL,
3224,Impasto,NULL,NULL,1,NULL,NULL,15,16,0.26,2,7,NULL,NULL,NULL,NULL,
3224,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.024,5,5,NULL,NULL,NULL,NULL,
3225,Impasto,NULL,NULL,1,1,NULL,5,7,0.204,5,7,NULL,NULL,NULL,NULL,
3225,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,8,8,0.134,3,6,NULL,NULL,NULL,NULL,
3226,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.042,5,5,NULL,NULL,NULL,NULL,
3226,Impasto,NULL,NULL,NULL,NULL,NULL,8,8,0.088,3,5,NULL,NULL,NULL,NULL,
3226,Impasto Rosso,NULL,NULL,NULL,NULL,1,6,7,0.162,3,7,NULL,NULL,NULL,NULL,
3227,Black Gloss,NULL,NULL,NULL,NULL,1,NULL,1,0.001,2,2,NULL,NULL,NULL,NULL,
3227,Commonware,NULL,NULL,5,NULL,1,1,7,0.092,3,7,NULL,NULL,NULL,NULL,
3227,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,68,3.305,3,11,NULL,NULL,NULL,NULL,
3227,Fineware,NULL,NULL,NULL,1,1,2,4,0.076,3,9,NULL,NULL,NULL,NULL,
3227,Impasto,NULL,NULL,84,20,19,1138,1261,20.915,2,11,NULL,NULL,NULL,NULL,
3227,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.016,3,3,NULL,NULL,NULL,NULL,
3227,Impasto Rosso,NULL,NULL,15,11,4,178,208,4.58,2,11,NULL,NULL,NULL,NULL,
3227,Large Storage Container,NULL,NULL,2,2,NULL,78,82,19.609,5,11,NULL,NULL,NULL,NULL,
3227,Painted Fineware,NULL,NULL,NULL,NULL,1,4,5,0.006,2,3,NULL,NULL,NULL,NULL,
3227,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,7,0.702,5,9,NULL,NULL,NULL,NULL,
3230,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.088,5,5,NULL,NULL,NULL,NULL,
3230,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,9,9,0.132,3,6,NULL,NULL,NULL,NULL,
3238,Impasto Rosso,NULL,NULL,2,NULL,NULL,14,16,0.268,3,9,NULL,NULL,NULL,NULL,
3238,Large Storage Container,NULL,NULL,NULL,NULL,NULL,5,5,0.32,4,7,NULL,NULL,NULL,NULL,
3238,Painted Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.006,4,4,NULL,NULL,NULL,NULL,
3241,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,1,0.012,3,3,NULL,NULL,NULL,NULL,
3241,Impasto,NULL,NULL,NULL,NULL,NULL,18,18,0.238,1,5,NULL,NULL,NULL,NULL,
3241,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.09,2,7,NULL,NULL,NULL,NULL,
3241,Painted Fineware,NULL,NULL,1,NULL,NULL,NULL,1,0.001,2,2,NULL,NULL,NULL,NULL,
3245,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,3,0.114,4,6,NULL,NULL,NULL,NULL,
3249,Dolium,NULL,NULL,NULL,NULL,NULL,1,1,0.504,11,20,NULL,NULL,NULL,NULL,
3250,Impasto,NULL,NULL,1,NULL,NULL,1,2,0.27,7,11,NULL,NULL,NULL,NULL,
3256,Amphora,NULL,NULL,NULL,NULL,NULL,1,1,0.02,5,5,NULL,NULL,NULL,NULL,
3256,Buccheroid Impasto,NULL,NULL,1,NULL,1,3,5,0.034,3,5,NULL,NULL,NULL,NULL,
3256,Commonware,NULL,NULL,1,NULL,NULL,1,2,0.024,3,4,NULL,NULL,NULL,NULL,
3256,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.258,8,8,NULL,NULL,NULL,NULL,
3256,Creamware,NULL,NULL,NULL,NULL,NULL,4,4,0.02,3,5,NULL,NULL,NULL,NULL,
3256,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
3256,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,NULL,NULL,NULL,NULL,
3256,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,13,13,0.414,2,8,NULL,NULL,NULL,NULL,
3256,Large Storage Container,NULL,NULL,1,NULL,NULL,12,13,1.635,4,11,NULL,NULL,NULL,NULL,
3256,Painted Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.01,5,5,NULL,NULL,NULL,NULL,
3256,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,4,0.218,4,7,NULL,NULL,NULL,NULL,
3257,Large Storage Container,NULL,NULL,1,NULL,NULL,1,2,0.696,8,11,NULL,NULL,NULL,NULL,
3257,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,1,0.014,4,4,NULL,NULL,NULL,NULL,
3259,Bucchero,NULL,NULL,3,1,1,6,11,0.03,1,4,NULL,NULL,NULL,NULL,
3259,Buccheroid Impasto,NULL,NULL,10,5,1,51,67,0.434,1,6,NULL,NULL,NULL,NULL,
3259,Commonware,NULL,NULL,9,1,NULL,13,23,0.248,2,11,NULL,NULL,NULL,NULL,
3259,Cooking Stand,NULL,NULL,NULL,NULL,NULL,8,8,0.5,4,11,NULL,NULL,NULL,NULL,
3259,Impasto Rosso,NULL,NULL,3,2,NULL,73,78,1.669,1,8,NULL,NULL,NULL,NULL,
3259,Large Storage Container,NULL,NULL,4,NULL,NULL,87,91,10.262,3,11,NULL,NULL,NULL,NULL,
3259,Painted Fineware,NULL,NULL,2,NULL,NULL,6,8,0.022,1,4,NULL,NULL,NULL,NULL,
3259,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,7,0.318,5,8,NULL,NULL,NULL,NULL,
3259,Unidentified Ceramic,NULL,NULL,NULL,NULL,NULL,2,2,0.01,3,4,NULL,NULL,NULL,NULL,
3263,Buccheroid Impasto,NULL,NULL,14,3,NULL,27,44,0.168,1,5,NULL,NULL,NULL,NULL,
3263,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.104,5,5,NULL,NULL,NULL,NULL,
3263,Fineware,NULL,NULL,NULL,NULL,NULL,4,4,0.008,1,3,NULL,NULL,NULL,NULL,
3263,Impasto Rosso,NULL,NULL,NULL,NULL,4,70,74,0.624,2,8,NULL,NULL,NULL,NULL,
3263,Large Storage Container,NULL,NULL,NULL,NULL,NULL,33,33,2.83,4,10,NULL,NULL,NULL,NULL,
3263,Painted Fineware,NULL,NULL,3,NULL,NULL,13,16,0.018,1,3,NULL,NULL,NULL,NULL,
3263,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,5,0.374,4,9,NULL,NULL,NULL,NULL,
3264,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.016,3,4,NULL,NULL,NULL,NULL,
3264,Commonware,NULL,NULL,NULL,NULL,NULL,2,2,0.012,1,3,NULL,NULL,NULL,NULL,
3264,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.01,2,4,NULL,NULL,NULL,NULL,
3264,Large Storage Container,NULL,NULL,NULL,NULL,1,2,3,0.164,5,6,NULL,NULL,NULL,NULL,
3265,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.054,6,6,NULL,NULL,NULL,NULL,
3266,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.014,2,4,NULL,NULL,NULL,NULL,
3266,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,12,14,0.072,2,4,NULL,NULL,NULL,NULL,
3266,Commonware,NULL,NULL,NULL,NULL,NULL,2,2,0.024,3,6,NULL,NULL,NULL,NULL,
3266,Impasto Rosso,NULL,NULL,9,1,1,106,116,1.535,1,9,NULL,NULL,NULL,NULL,
3266,Large Storage Container,NULL,NULL,NULL,NULL,1,18,19,2.165,5,10,NULL,NULL,NULL,NULL,
3268,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.014,3,3,NULL,NULL,NULL,NULL,
3268,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.136,5,9,NULL,NULL,NULL,NULL,
3269,Commonware,NULL,NULL,1,NULL,NULL,4,5,0.05,1,4,NULL,NULL,NULL,NULL,
3269,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.11,6,6,NULL,NULL,NULL,NULL,
3270,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.104,7,7,NULL,NULL,NULL,NULL,
3270,Large Storage Container,NULL,NULL,NULL,NULL,NULL,5,5,0.652,6,9,NULL,NULL,NULL,NULL,
3272,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
3272,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.026,4,4,NULL,NULL,NULL,NULL,
3273,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.001,2,2,NULL,NULL,NULL,NULL,
3273,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.076,6,6,NULL,NULL,NULL,NULL,
3273,Large Storage Container,NULL,NULL,NULL,NULL,1,NULL,1,0.098,5,5,NULL,NULL,NULL,NULL,
3274,Large Storage Container,NULL,NULL,NULL,NULL,NULL,12,12,1.16,4,9,NULL,NULL,NULL,NULL,
3274,Mortarium,NULL,NULL,NULL,NULL,NULL,2,2,0.094,3,6,NULL,NULL,NULL,NULL,
3275,Large Storage Container,NULL,NULL,NULL,NULL,1,5,6,0.58,4,8,NULL,NULL,NULL,NULL,
3276,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,4,5,0.014,2,2,NULL,NULL,NULL,NULL,
3276,Large Storage Container,NULL,NULL,NULL,NULL,NULL,6,6,0.358,NULL,NULL,NULL,NULL,NULL,NULL,
3276,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,1,0.05,NULL,NULL,NULL,NULL,NULL,NULL,
3281,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,1,2,0.008,1,3,NULL,NULL,NULL,NULL,
3281,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.082,1,7,NULL,NULL,NULL,NULL,
3281,Impasto,NULL,NULL,1,NULL,NULL,11,12,0.288,2,9,NULL,NULL,NULL,NULL,
3281,Large Storage Container,NULL,NULL,NULL,NULL,NULL,4,4,0.442,6,8,NULL,NULL,NULL,NULL,
3282,Buccheroid Impasto,NULL,NULL,2,1,NULL,NULL,3,0.008,1,3,NULL,NULL,NULL,NULL,
3282,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.128,4,5,NULL,NULL,NULL,NULL,
3285,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.006,2,3,NULL,NULL,NULL,NULL,
3285,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.026,2,4,NULL,NULL,NULL,NULL,
3287,Cooking Stand,NULL,NULL,NULL,NULL,NULL,8,8,0.21,4,6,NULL,NULL,NULL,NULL,
3287,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,4,NULL,NULL,NULL,NULL,NULL,
3287,Impasto Rosso,NULL,NULL,3,4,2,27,36,1.11,2,8,NULL,NULL,NULL,NULL,
3287,Large Storage Container,NULL,NULL,NULL,NULL,NULL,11,11,1.435,4,10,NULL,NULL,NULL,NULL,
3287,White On Red,NULL,NULL,1,NULL,NULL,2,3,0.132,4,5,NULL,NULL,NULL,NULL,
3288,Cooking Stand,NULL,NULL,NULL,NULL,NULL,4,4,0.14,2,5,NULL,NULL,NULL,NULL,
3288,Impasto Bruno,NULL,NULL,29,6,2,479,516,6.687,2,10,NULL,NULL,NULL,NULL,
3288,Impasto Rosso,NULL,NULL,1,1,NULL,27,29,0.49,2,7,NULL,NULL,NULL,NULL,
3288,Large Storage Container,NULL,NULL,NULL,NULL,NULL,22,22,2.25,2,11,NULL,NULL,NULL,NULL,
3289,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3289,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,9,0.41,4,8,NULL,NULL,NULL,NULL,
3289,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,2,2,0.006,NULL,2,NULL,NULL,NULL,NULL,
3289,Impasto Bruno,NULL,NULL,16,5,3,103,127,3.178,2,6,NULL,NULL,NULL,NULL,
3289,Impasto Rosso,NULL,NULL,2,NULL,1,20,23,0.354,1,4,NULL,NULL,NULL,NULL,
3289,Italo Geometric,NULL,NULL,1,NULL,NULL,1,2,0.032,2,5,NULL,NULL,NULL,NULL,
3289,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.416,7,10,NULL,NULL,NULL,NULL,
3290,Impasto Bruno,NULL,NULL,NULL,1,NULL,25,26,0.437,1,7,NULL,NULL,NULL,NULL,
3290,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.184,5,6,NULL,NULL,NULL,NULL,
3291,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.01,1,2,NULL,NULL,NULL,NULL,
3291,Impasto,NULL,NULL,3,NULL,NULL,9,12,0.019,3,6,NULL,NULL,NULL,NULL,
3291,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.01,1,3,NULL,NULL,NULL,NULL,
3292,Large Storage Container,NULL,NULL,1,NULL,NULL,NULL,1,0.14,NULL,7,NULL,NULL,NULL,NULL,
3296,Impasto Bruno,NULL,NULL,NULL,NULL,1,3,4,0.039,2,6,NULL,NULL,NULL,NULL,
3297,Impasto Bruno,NULL,NULL,2,NULL,NULL,5,7,0.072,2,4,NULL,NULL,NULL,NULL,
3297,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.028,3,4,NULL,NULL,NULL,NULL,
3298,Cooking Stand,NULL,NULL,NULL,NULL,NULL,4,4,0.134,4,6,NULL,NULL,NULL,NULL,
3298,Impasto Bruno,NULL,NULL,3,NULL,NULL,47,50,0.968,1,11,NULL,NULL,NULL,NULL,
3298,Impasto Rosso,NULL,NULL,NULL,1,NULL,9,10,0.288,3,7,NULL,NULL,NULL,NULL,
3298,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.094,1,6,NULL,NULL,NULL,NULL,
3299,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,NULL,NULL,NULL,NULL,NULL,
3300,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,4,4,0.022,1,4,NULL,NULL,NULL,NULL,
3300,Impasto Rosso,NULL,NULL,2,NULL,NULL,6,8,0.094,1,4,NULL,NULL,NULL,NULL,
3301,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.11,2,7,NULL,NULL,NULL,NULL,
3302,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.226,NULL,NULL,NULL,NULL,NULL,NULL,
3302,Impasto Bruno,NULL,NULL,NULL,1,NULL,17,18,0.27,NULL,NULL,NULL,NULL,NULL,NULL,
3302,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.462,NULL,NULL,NULL,NULL,NULL,NULL,
3303,Cooking Stand,NULL,NULL,NULL,NULL,1,NULL,1,0.126,NULL,11,NULL,NULL,NULL,NULL,
3303,Impasto Bruno,NULL,NULL,1,NULL,1,8,10,0.214,2,6,NULL,NULL,NULL,NULL,
3303,Impasto Rosso,NULL,NULL,NULL,1,NULL,2,3,0.016,2,5,NULL,NULL,NULL,NULL,
3303,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.67,NULL,11,NULL,NULL,NULL,NULL,
3304,Impasto Bruno,NULL,NULL,5,NULL,NULL,54,59,0.778,1,7,NULL,NULL,NULL,NULL,
3304,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,20,20,0.272,2,6,NULL,NULL,NULL,NULL,
3304,Italo Geometric,NULL,NULL,NULL,NULL,1,1,2,0.012,3,5,NULL,NULL,NULL,NULL,
3304,Large Storage Container,NULL,NULL,NULL,NULL,NULL,3,3,0.426,9,10,NULL,NULL,NULL,NULL,
3305,Cooking Stand,NULL,NULL,NULL,NULL,NULL,9,9,0.39,2,8,NULL,NULL,NULL,NULL,
3305,Italo Geometric,NULL,NULL,1,NULL,NULL,1,2,0.016,4,4,NULL,NULL,NULL,NULL,
3305,Large Storage Container,NULL,NULL,1,NULL,NULL,20,21,4.054,5,8,NULL,NULL,NULL,NULL,
3305,White On Red,NULL,NULL,NULL,NULL,NULL,5,5,0.052,2,5,NULL,NULL,NULL,NULL,
3306,Cooking Stand,NULL,NULL,NULL,NULL,NULL,23,23,1.79,3,11,NULL,NULL,NULL,NULL,
3306,Impasto Bruno,NULL,NULL,7,9,12,369,397,8.813,1,10,NULL,NULL,NULL,NULL,
3306,Impasto Rosso,NULL,NULL,3,NULL,5,67,75,2.96,1,11,NULL,NULL,NULL,NULL,
3306,Italo Geometric,NULL,NULL,1,NULL,NULL,1,2,0.001,NULL,2,NULL,NULL,NULL,NULL,
3307,Impasto Bruno,NULL,NULL,NULL,NULL,1,2,3,0.48,4,5,NULL,NULL,NULL,NULL,
3308,Cooking Stand,NULL,NULL,NULL,NULL,NULL,10,10,0.656,2,8,NULL,NULL,NULL,NULL,
3308,Fineware,NULL,NULL,1,NULL,NULL,NULL,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3308,Impasto Bruno,NULL,NULL,19,3,6,240,268,2.904,1,7,NULL,NULL,NULL,NULL,
3308,Impasto Rosso,NULL,NULL,1,5,2,39,47,1.26,1,9,NULL,NULL,NULL,NULL,
3308,Large Storage Container,NULL,NULL,NULL,NULL,NULL,12,12,1.26,4,10,NULL,NULL,NULL,NULL,
3308,White On Red,NULL,NULL,NULL,NULL,NULL,1,1,0.062,1,8,NULL,NULL,NULL,NULL,
3309,Impasto Bruno,NULL,NULL,1,NULL,NULL,13,14,0.072,2,4,NULL,NULL,NULL,NULL,
3309,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,6,6,0.172,2,5,NULL,NULL,NULL,NULL,
3310,Cooking Stand,NULL,NULL,NULL,NULL,NULL,11,11,1.08,4,9,NULL,NULL,NULL,NULL,
3310,Impasto Bruno,NULL,NULL,8,NULL,8,111,127,2.158,2,8,NULL,NULL,NULL,NULL,
3310,Impasto Rosso,NULL,NULL,3,NULL,2,25,30,0.69,2,7,NULL,NULL,NULL,NULL,
3310,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.001,1,3,NULL,NULL,NULL,NULL,
3311,Cooking Stand,NULL,NULL,NULL,NULL,NULL,4,4,0.191,5,5,NULL,NULL,NULL,NULL,
3311,Impasto Bruno,NULL,NULL,19,1,1,318,339,4.452,1,11,NULL,NULL,NULL,NULL,
3311,Impasto Rosso,NULL,NULL,3,3,4,119,129,3.87,1,11,NULL,NULL,NULL,NULL,
3311,Large Storage Container,NULL,NULL,NULL,NULL,NULL,9,9,1.05,6,11,NULL,NULL,NULL,NULL,
3318,Cooking Stand,NULL,NULL,NULL,NULL,NULL,13,13,0.736,4,11,NULL,NULL,NULL,NULL,
3318,Impasto,NULL,NULL,4,NULL,NULL,19,23,0.148,1,5,NULL,NULL,NULL,NULL,
3318,Impasto Bruno,NULL,NULL,40,13,NULL,679,732,10.9,4,7,NULL,NULL,NULL,NULL,
3318,Large Storage Container,NULL,NULL,NULL,NULL,6,28,28,4.61,4,11,NULL,NULL,NULL,NULL,
3319,Fineware,NULL,NULL,1,NULL,NULL,NULL,1,0.001,NULL,1,NULL,NULL,NULL,NULL,
3319,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,5,5,0.0039,2,6,NULL,NULL,NULL,NULL,
3319,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.017,NULL,3,NULL,NULL,NULL,NULL,
3321,Cooking Stand,NULL,NULL,NULL,NULL,NULL,17,17,0.81,5,11,NULL,NULL,NULL,NULL,
3321,Impasto,NULL,NULL,NULL,1,NULL,19,20,0.758,3,11,NULL,NULL,NULL,NULL,
3321,Impasto Bruno,NULL,NULL,2,NULL,NULL,15,17,4.446,2,11,NULL,NULL,NULL,NULL,
3321,Impasto Rosso,NULL,NULL,NULL,2,4,24,30,1.338,4,11,NULL,NULL,NULL,NULL,
3321,Large Storage Container,NULL,NULL,16,3,1,199,219,21.135,6,11,NULL,NULL,NULL,NULL,
3322,Impasto Bruno,NULL,NULL,1,NULL,NULL,13,14,0.166,2,6,NULL,NULL,NULL,NULL,
3322,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.05,2,5,NULL,NULL,NULL,NULL,
3327,Impasto Bruno,NULL,NULL,NULL,4,1,68,73,1.215,1,8,NULL,NULL,NULL,NULL,
3327,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.188,3,6,NULL,NULL,NULL,NULL,
3328,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,28,28,0.162,2,4,NULL,NULL,NULL,NULL,
3328,Impasto Rosso,NULL,NULL,NULL,NULL,1,9,10,0.194,3,7,NULL,NULL,NULL,NULL,
3328,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.16,NULL,9,NULL,NULL,NULL,NULL,
3329,Cooking Stand,NULL,NULL,NULL,NULL,NULL,3,3,0.112,4,6,NULL,NULL,NULL,NULL,
3329,Impasto Bruno,NULL,NULL,6,NULL,1,85,92,1.15,2,7,NULL,NULL,NULL,NULL,
3329,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,14,14,0.164,2,4,NULL,NULL,NULL,NULL,
3329,Large Storage Container,NULL,NULL,NULL,NULL,NULL,3,3,0.202,4,6,NULL,NULL,NULL,NULL,
3330,Cooking Stand,NULL,NULL,NULL,NULL,NULL,4,4,0.126,3,6,NULL,NULL,NULL,NULL,
3330,Impasto Bruno,NULL,NULL,5,3,1,103,112,1.382,2,10,NULL,NULL,NULL,NULL,
3330,Impasto Rosso,NULL,NULL,1,NULL,2,11,14,0.26,2,8,NULL,NULL,NULL,NULL,
3330,Italo Geometric,NULL,NULL,NULL,NULL,NULL,2,2,0.008,NULL,NULL,NULL,NULL,NULL,NULL,
3330,Large Storage Container,NULL,NULL,NULL,NULL,NULL,4,4,0.314,4,8,NULL,NULL,NULL,NULL,
3332,Impasto Bruno,NULL,NULL,1,NULL,NULL,6,7,0.072,2,4,NULL,NULL,NULL,NULL,
3332,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.018,2,3,NULL,NULL,NULL,NULL,
3332,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.332,4,9,NULL,NULL,NULL,NULL,
3333,Cooking Stand,NULL,NULL,NULL,NULL,NULL,10,10,0.42,2,10,NULL,NULL,NULL,NULL,
3333,Impasto,NULL,NULL,2,2,NULL,5,9,0.048,2,4,NULL,NULL,NULL,NULL,
3333,Impasto Bruno,NULL,NULL,10,2,5,137,154,5.51,2,11,NULL,NULL,NULL,NULL,
3333,Impasto Rosso,NULL,NULL,NULL,1,2,23,26,0.664,2,9,NULL,NULL,NULL,NULL,
3333,Large Storage Container,NULL,NULL,NULL,NULL,NULL,16,16,3.11,6,11,NULL,NULL,NULL,NULL,
3334,Impasto Bruno,NULL,NULL,NULL,NULL,3,29,32,0.612,2,9,NULL,NULL,NULL,NULL,
3335,Impasto Bruno,NULL,NULL,NULL,NULL,1,28,29,0.392,2,7,NULL,NULL,NULL,NULL,
3335,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,8,8,0.26,2,7,NULL,NULL,NULL,NULL,
3335,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.28,6,7,NULL,NULL,NULL,NULL,
3337,Impasto Bruno,NULL,NULL,1,NULL,NULL,10,11,0.208,2,5,NULL,NULL,NULL,NULL,
3337,Impasto Rosso,NULL,NULL,1,NULL,1,2,3,0.243,5,10,NULL,NULL,NULL,NULL,
3338,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.024,NULL,3,NULL,NULL,NULL,NULL,
3338,Impasto Bruno,NULL,NULL,9,2,NULL,100,111,1.135,1,9,NULL,NULL,NULL,NULL,
3338,Impasto Rosso,NULL,NULL,1,1,NULL,41,43,0.586,2,6,NULL,NULL,NULL,NULL,
3339,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.224,NULL,7,NULL,NULL,NULL,NULL,
3339,Impasto Bruno,NULL,NULL,NULL,NULL,5,6,11,0.208,3,7,NULL,NULL,NULL,NULL,
3339,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.166,NULL,8,NULL,NULL,NULL,NULL,
3343,Impasto Bruno,NULL,NULL,4,NULL,NULL,29,33,0.762,1,8,NULL,NULL,NULL,NULL,
3343,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.096,2,6,NULL,NULL,NULL,NULL,
3343,Large Storage Container,NULL,NULL,NULL,NULL,NULL,4,4,0.742,7,10,NULL,NULL,NULL,NULL,
3347,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.038,NULL,5,NULL,NULL,NULL,NULL,
3347,Impasto Bruno,NULL,NULL,4,1,NULL,35,40,0.318,2,6,NULL,NULL,NULL,NULL,
3347,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,16,16,0.266,2,7,NULL,NULL,NULL,NULL,
3348,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,0.066,2,4,NULL,NULL,NULL,NULL,
3349,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.129,9,9,NULL,NULL,NULL,NULL,
